"TXT_ISSN_P","TXT_ISSN_E","TXT_ISSN_L","NME_REVISTA_IN","NRO_ANO","ID_CLAS_REV","PAIS_REV_IN","REG_REV_IN","DEP_REV_IN","COD_DANE_REV_IN","MUN_REV_IN","ID_AREA_CON","NME_ESPECIALIDAD","NME_AREA","NME_GRAN_AREA","ID_INST_EDIT_1","NME_INST_EDIT_1","TIPO_INS_N1_E1","TIPO_INS_N2_E1","TIPO_INS_N3_E1","TIPO_INS_N4_E1","ID_INST_EDIT_2","NME_INST_EDIT_2","TIPO_INS_N1_E2","TIPO_INS_N2_E2","TIPO_INS_N3_E2","TIPO_INS_N4_E2","ID_INST_EDIT_3","NME_INST_EDIT_3","TIPO_INS_N1_E3","TIPO_INS_N2_E3","TIPO_INS_N3_E3","TIPO_INS_N4_E3","ID_REVISTA_P"
"0122-4409",,,"Papel Político","2013","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5F01","Ciencias Políticas","Ciencias Políticas","Ciencias Sociales","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","649"
"0124-2059",,,"Investigación En Enfermería :Imagen Y Desarrollo","2014","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3C03","Enfermería","Ciencias de la Salud","Ciencias Médicas y de la Salud","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","686"
"0124-2059",,,"Investigación En Enfermería :Imagen Y Desarrollo","2008","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3C03","Enfermería","Ciencias de la Salud","Ciencias Médicas y de la Salud","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","686"
"0124-7913",,,"Bitácora Urbano Territorial","2006","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6D","No registra","Arte","Humanidades","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,293"
"1692-9918",,,"Ingenieria De Recursos Naturales Y Del Ambiente","2008","C","No disponible","No disponible","No disponible",,"No disponible","1G","No registra","Otras Ciencias Naturales","Ciencias Naturales","512","UNIVERSIDAD DEL VALLE","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","730"
"0122-8803","2322-6889",,"Historia Caribe","2011","B","No disponible","No disponible","No disponible",,"No disponible","6A01","Historia","Historia y Arqueología","Humanidades","599","UNIVERSIDAD DEL ATLANTICO","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","916"
"0123-2479",,,"Revista Del Instituto Colombiano De Derecho Procesal","2008","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","5,215","INSTITUTO COLOMBIANO DE DERECHO PROCESAL","Otras","Entidades sin ánimo de lucro","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","721"
"1900-9607",,,"Revista Ces Medicina Veterinaria Y Zootecnia","2010","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","4C01","Ciencias Veterinarias","Ciencias Veterinarias","Ciencias Agrícolas","895","UNIVERSIDAD CES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,076"
"0122-1213",,,"Prospectiva","2013","B","Colombia","Pacífico","Valle del Cauca","76001","Cali","5I02","Otras Ciencias Sociales","Otras Ciencias Sociales","Ciencias Sociales","512","UNIVERSIDAD DEL VALLE","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","515"
"0120-0453",,,"Revista Sociedad Colombiana De Oftalmología","2013","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B28","Otros Temas de Medicina Clínica","Medicina Clínica","Ciencias Médicas y de la Salud","3,327","SOCIEDAD COLOMBIANA DE OFTALMOLOGIA","Otras","Entidades sin ánimo de lucro","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,150"
"0120-789X",,,"Revista Urologia Colombiana","2013","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B28","Otros Temas de Medicina Clínica","Medicina Clínica","Ciencias Médicas y de la Salud","5,022","SOCIEDAD COLOMBIANA DE UROLOGIA","Otras","Entidades sin ánimo de lucro","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","733"
"1909-2814",,,"Revista Q","2010","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5C","No registra","Ciencias de la Educación","Ciencias Sociales","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,151"
"0124-2059",,,"Investigación En Enfermería :Imagen Y Desarrollo","2015","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3C03","Enfermería","Ciencias de la Salud","Ciencias Médicas y de la Salud","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","686"
"0123-1472",,,"Cuadernos De Contabilidad","2014","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,130"
"0120-4874","2357-6308",,"Medicina Upb","2009","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,117"
"0121-0041",,,"Revista Colombiana De Medicina Física Y Rehabilitación","2010","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","5,646","ASOCIACION COLOMBIANA DE MEDICINA FISICA Y REHABILITACION","Otras","Entidades sin ánimo de lucro","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","996"
"0123-4366",,,"Revista De Derecho Privado","2010","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","686","UNIVERSIDAD EXTERNADO DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","441"
"0120-4874","2357-6308",,"Medicina Upb","2013","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,117"
"1692-7311",,,"Equidad & Desarrollo","2010","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B01","Economía","Economía y Negocios","Ciencias Sociales","688","UNIVERSIDAD DE LA SALLE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","530"
"0120-0062","2011-3668",,"Ideas Y Valores","2013","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6E01","Otras Humanidades","Otras Humanidades","Humanidades","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","139"
"1794-8290","2390-0644",,"Cuadernos De Literatura Del Caribe E Hispanoamérica","2011","C","Colombia","Caribe","Atlántico","08001","Barranquilla","6B04","Teoría Literaria","Idiomas y Literatura","Humanidades","599","UNIVERSIDAD DEL ATLANTICO","IES","Universidades","Público","No disponible","521","UNIVERSIDAD DE CARTAGENA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,288"
"0121-8697",,,"Revista De Derecho","2010","A2","Colombia","Caribe","Atlántico","08001","Barranquilla","5E01","Derecho","Derecho","Ciencias Sociales","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","272"
"1900-9895",,,"Latinoamericana De Estudios Educativos","2013","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","208"
"0120-100X","2145-8480",,"Ion","2010","C","Colombia","Centro Oriente","Santander","68001","Bucaramanga","2D02","Ingeniería de Procesos","Ingeniería Química","Ingeniería y Tecnología","615","UNIVERSIDAD INDUSTRIAL DE SANTANDER","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","731"
"1657-6527",,,"Fuentes, El Reventón Energético","2015","B","Colombia","Centro Oriente","Santander","68001","Bucaramanga","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","615","UNIVERSIDAD INDUSTRIAL DE SANTANDER","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","930"
"0121-6805",,,"Revista Facultad De Ciencias Económicas : Investigación Y Reflexión","2013","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B","No registra","Economía y Negocios","Ciencias Sociales","76","UNIVERSIDAD MILITAR NUEVA GRANADA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","627"
"0120-8454","2145-9169",,"Análisis","2014","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6E02","Filosofía","Otras Humanidades","Humanidades","675","UNIVERSIDAD SANTO TOMAS","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","710"
"2145-132X",,,"Historelo : Revista De Historia Regional Y Local","2011","A2","Colombia","Eje Cafetero","Antioquia","05001","Medellín","6A01","Historia","Historia y Arqueología","Humanidades","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","840"
"0122-0799",,,"Revista Instituto Colombiano De Derecho Tributario - Icdt","2012","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","3,837","INSTITUTO COLOMBIANO DE DERECHO TRIBUTARIO","Entidades de Gobierno","Nacional","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","838"
,"0123-8884",,"Affectio Societatis","2014","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5A","No registra","Psicología","Ciencias Sociales","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","439"
"0120-4319",,,"Universitas Odontologica","2010","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B14","Odontología, Cirugía Oral y Medicina Oral","Medicina Clínica","Ciencias Médicas y de la Salud","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","455"
"2027-2103",,,"Cuadernos De Vivienda Y Urbanismo","2011","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6D07","Arquitectura y Urbanismo","Arte","Humanidades","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","149"
"0486-6525",,,"Revista Colombiana De Antropología","2014","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5D03","Antropología","Sociología","Ciencias Sociales","1,813","INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA ICANH","Entidades de Gobierno","Nacional","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","216"
"1657-1959","2346-2116",,"La Propiedad Inmaterial","2011","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","686","UNIVERSIDAD EXTERNADO DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","7"
"0123-9678",,,"Ventana Informática","2013","C","Colombia","Eje Cafetero","Caldas","17001","Manizales","1B01","Ciencias de la Computación","Computación y Ciencias de la Información","Ciencias Naturales","1,641","UNIVERSIDAD DE MANIZALES UMANIZALES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","500"
"1692-6900",,,"Pre-Til","2013","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","1,740","CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","527"
"0124-2121",,,"Educacion Y Humanismo","2013","C","Colombia","Caribe","Atlántico","08001","Barranquilla","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","603","UNIVERSIDAD SIMON BOLIVAR","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","428"
"1900-2785",,,"Iconofacto","2010","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","6D08","Diseño","Arte","Humanidades","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","357"
"0123-8574",,,"Asfaltos Y Pavimentos","2012","C","Colombia","Centro Oriente","Santander","68547","Piedecuesta","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","6,408","CONASFALTO","Empresas","Grande","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,066"
"2248-762X",,,"Redes De Ingenieria","2014","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","2A","No registra","Ingeniería Civil","Ingeniería y Tecnología","968","UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,129"
"2216-0973",,,"Revista Cuidarte","2014","B","Colombia","Centro Oriente","Santander","68001","Bucaramanga","3C03","Enfermería","Ciencias de la Salud","Ciencias Médicas y de la Salud","120","UNIVERSIDAD DE SANTANDER","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","981"
"2145-1362",,,"R.F.S. Revista Facultad De Salud Universidad Surcolombiana","2014","C","Colombia","Centro Sur","Huila","41001","Neiva","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","905","UNIVERSIDAD SURCOLOMBIANA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","164"
"2145-6445",,,"Revista Latinoamericana De Estudios De Familia","2013","C","Colombia","Eje Cafetero","Caldas","17001","Manizales","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","907"
"1692-1879",,,"Revista Colombiana De Rehabilitacion","2012","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B","No registra","Medicina Clínica","Ciencias Médicas y de la Salud","1,788","ESCUELA COLOMBIANA DE REHABILITACION E C R","IES","Instituciones Universitarias o Escuelas Tecnológicas","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","915"
"1794-1598","2346-0792",,"Inciso","2012","C","Colombia","Eje Cafetero","Quindío","63001","Armenia","5F01","Ciencias Políticas","Ciencias Políticas","Ciencias Sociales","689","UNIVERSIDAD LA GRAN COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","403"
"1692-0899",,,"Ingenium","2013","C","No disponible","No disponible","No disponible",,"No disponible","2B","No registra","Ingenierías Eléctrica, Electrónica e Informática","Ingeniería y Tecnología","497","UNIVERSIDAD DE SAN BUENAVENTURA CALI","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","782"
,"2011-7477",,"Eidos","2013","A2","Colombia","Caribe","Atlántico","08001","Barranquilla","6E02","Filosofía","Otras Humanidades","Humanidades","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible","364"
"1657-9089",,,"Infancias Imágenes","2015","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","968","UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","342"
"0120-548X","1900-1649",,"Acta Biológica Colombiana","2017","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","1F11","Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento","Ciencias Biológicas","Ciencias Naturales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","305"
"0124-0781",,,"Reflexión Política","2017","B","Colombia","Centro Oriente","Santander","68001","Bucaramanga","5F01","Ciencias Políticas","Ciencias Políticas","Ciencias Sociales","610","UNIVERSIDAD AUTONOMA DE BUCARAMANGA","IES","Universidades","Privado","No disponible","16,426","INSTITUTO DE ESTUDIOS POLITICOS","No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,146"
"1909-7794",,,"Revista De Derecho Privado","2015","B","No disponible","No disponible","No disponible",,"No disponible","5E01","Derecho","Derecho","Ciencias Sociales","663","UNIVERSIDAD DE LOS ANDES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","22"
"0124-8146",,,"Investigaciones Andina","2018","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3C09","Epidemiología","Ciencias de la Salud","Ciencias Médicas y de la Salud","466","FUNDACION UNIVERSITARIA DEL AREA ANDINA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","553"
"0120-6230","2422-2844",,"Revista Facultad De Ingeniería","2018","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","2K02","Otras Ingenierías y Tecnologías","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","93"
"1794-3108",,,"Revista Criminalidad","2018","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","3,351","DIRECCION NACIONAL DE ESCUELAS POLICIA NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,301"
"0123-9392","2422-379",,"Infectio","2018","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3E02","Otras Ciencias Médicas","Otras Ciencias Médicas","Ciencias Médicas y de la Salud","2,996","ASOCIACION COLOMBIANA DE INFECTOLOGIA","Otras","Entidades sin ánimo de lucro","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","248"
"1900-2351",,,"Revista Politecnica","2018","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","885","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,059"
"1657-5997",,,"Aquichan","2018","C","Colombia","Centro Oriente","Cundinamarca","25175","Chía","3C03","Enfermería","Ciencias de la Salud","Ciencias Médicas y de la Salud","740","UNIVERSIDAD DE LA SABANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","489"
"2027-4688",,,"Fronteras De La Historia","2018","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6A01","Historia","Historia y Arqueología","Humanidades","1,813","INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA ICANH","Entidades de Gobierno","Nacional","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,119"
"1900-0642",,,"Criterio Libre","2018","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B01","Economía","Economía y Negocios","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","320"
"1900-9895",,,"Latinoamericana De Estudios Educativos","2018","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","208"
"0121-7577",,"2462-8425","Hacia La Promoción De La Salud","2022","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","3C05","Salud Pública","Ciencias de la Salud","Ciencias Médicas y de la Salud","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","433"
"1657-8953",,,"Civilizar","2018","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","455","UNIVERSIDAD SERGIO ARBOLEDA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","482"
"0120-4688",,,"Praxis Filosófica","2019","C","Colombia","Pacífico","Valle del Cauca","76001","Cali","6E02","Filosofía","Otras Humanidades","Humanidades","512","UNIVERSIDAD DEL VALLE","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","343"
"2344-8652",,"2344-8652","Investigación e Innovación en Ingenierías","2022","B","Colombia","Caribe","Atlántico","08001","Barranquilla","2K02","Otras Ingenierías y Tecnologías","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","603","UNIVERSIDAD SIMON BOLIVAR","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","635"
"2145-132X",,,"Historelo : Revista De Historia Regional Y Local","2019","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","6A01","Historia","Historia y Arqueología","Humanidades","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","840"
"0120-3916",,,"Revista Colombiana De Educación","2016","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","966","UNIVERSIDAD PEDAGOGICA NACIONAL","IES","Universidades","Público","No disponible","966","UNIVERSIDAD PEDAGOGICA NACIONAL","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","420"
"0121-7577",,,"Hacia La Promoción De La Salud","2020","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","3C05","Salud Pública","Ciencias de la Salud","Ciencias Médicas y de la Salud","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","433"
"1657-5997",,,"Aquichan","2008","A2","Colombia","Centro Oriente","Cundinamarca","25175","Chía","3C03","Enfermería","Ciencias de la Salud","Ciencias Médicas y de la Salud","740","UNIVERSIDAD DE LA SABANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","489"
"0121-2923",,,"Palmas","2010","C","No disponible","No disponible","No disponible",,"No disponible","4A","No registra","Agricultura, Silvicultura y Pesca","Ciencias Agrícolas","698","FEDERACION NACIONAL DE CULTIVADORES DE PALMA DE ACEITE FEDEPALMA","Otras","Entidades sin ánimo de lucro","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","495"
"0122-6339","2248-6798",,"Enunciación","2016","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6B01","Estudios Generales del Lenguaje","Idiomas y Literatura","Humanidades","968","UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","294"
