issn,fuente,tipo_cruce,resultado,similitud
2027-3401,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-7427,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-923X,openapc,titulo_secundario_fuzzy,coincidencia,94.11764705882352
0122-6150,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
0120-4319,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2027-4297,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0124-6542,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-4724,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-5256,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-2814,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0304-3584,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
0122-0667,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0123-7756,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2216-1473,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1692-7273,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-0135,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-3412,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-6569,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-2946,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-3342,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-0448,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-1676,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0123-1154,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-5931,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-1840,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-5318,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1900-9771,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2215-7190,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-1213,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-5498,openapc,titulo_secundario_exacto,coincidencia,100.0
0120-3630,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-131X,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1692-8156,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0123-4471,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1909-2407,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2248-7441,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-161X,openapc,titulo_secundario_fuzzy,coincidencia,87.5
0120-4874,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-9729,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2322-9721,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-8748,openapc,titulo_secundario_fuzzy,coincidencia,86.08695652173914
1692-8989,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0041-9095,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0121-2095,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2027-9035,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-747X,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2215-8987,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1900-5016,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-463X,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2216-0965,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2027-1034,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-677X,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2346-4712,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0124-308X,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-2650,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0123-2576,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-0380,openapc,titulo_secundario_fuzzy,coincidencia,90.9090909090909
0120-8454,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-5333,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2027-8918,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-6194,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0122-9354,openapc,titulo_secundario_fuzzy,coincidencia,90.25
2145-1362,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-8705,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-5415,openapc,titulo_secundario_fuzzy,coincidencia,85.26315789473685
2215-8405,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-8236,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-5775,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2011-3188,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-4173,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1692-5114,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-3800,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-2614,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1909-8642,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-230X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-095X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-1433,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1900-9909,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-074X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-7458,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-9678,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-7372,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-3502,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-8047,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0123-2592,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-7663,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-011X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-4676,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-7891,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-3103,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-6680,openapc,titulo_secundario_exacto,coincidencia,100.0
1657-5946,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-9833,openapc,titulo_secundario_fuzzy,coincidencia,85.26315789473685
1692-0880,openapc,titulo_secundario_exacto,coincidencia,100.0
0122-9534,openapc,titulo_secundario_fuzzy,coincidencia,90.25
1012-7410,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-2532,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-3797,openapc,titulo_secundario_fuzzy,coincidencia,90.0
